pname:h_inst:0_ptype:gr_usecol:2_pstyle:d_idx0:bar    9.200000
pname:h_inst:0_ptype:gr_usecol:2_pstyle:d_idx0:gal    8.000000
pname:q_inst:0_ptype:gr_usecol:2_pstyle:d_idx0:r21   -0.069444
pname:q_inst:0_ptype:gr_usecol:2_pstyle:d_idx0:r20   -0.069444
