time,PRG,P8,P24,P25,P32,P33,PF,PH,PZHM1,P26,P27,P28,P29,P30,R20,R21,P34,P37,P38,P39,P40,AP1,RCK1,RCK2,P23
1.000000000000,8.924687409,9.279980421,9.542979547,9.183962520,8.816779644,8.764340064,9.897969672,8.724502658,9.022600620,9.961977670,9.791548374,9.575147662,9.599793717,9.605386865,7.745684642,8.479053733,8.658993134,9.310720241,8.607546082,9.306010957,9.583827374,8.885781631,8.190127267,8.436972188,9.468337120
